!SIL 1.0	SIL
<UNK> 1.0	SPN
evleneceğim 1.0	e v l e n e dZ i: m
maskaralık 1.0	m a s k a r a 5 1 k
kalacağız 1.0	k a 5 a dZ a 1 z
kalacağız 1.0	k a 5 a dZ a G 1 z
kalacağız 1.0	k a 5 a dZ a: z
duramam 1.0	d u r a m a m
topumuz 1.0	t o p u m u z
sürünürüz 1.0	s y r y n y r y z
koşulmaz 1.0	k o S u 5 m a z
eşekliye 1.0	e S e k 5 i j e
gine 1.0	gj i n e
gelem 1.0	gj e 5 e m
kocayınca 1.0	k o dZ a j 1 n dZ a
gözetir 1.0	gj 2 z e t i r
karalar 1.0	k a r a 5 a r
onlarındı 1.0	o n 5 a r 1 n d 1
onlarındı 1.0	o n n a r 1 n d 1
bağışlasın 1.0	b a 1 S 5 a s 1 n
bağışlasın 1.0	b a G 1 S 5 a s 1 n
bağışlasın 1.0	b a: S 5 a s 1 n
kaynayan 1.0	k a j n a j a n
telaşesi 1.0	t e 5 a S e s i
teknesinde 1.0	t e c n e s i n d e
çöktük 1.0	tS 2 c t y c
akşamacak 1.0	a k S a m a dZ a k
düğünü 1.0	d y G y n y
düğünü 1.0	d y: n y
okuyucu 1.0	o k u j u dZ u
rüyasında 1.0	r y j a s 1 n d a
müfettişleri 1.0	m y f e t t i S l e r i
dalgasını 1.0	d a 5 g a s 1 n 1
çakamazlar 1.0	tS a k a m a z 5 a r
sakallıyı 1.0	s a k a 5 5 1 j 1
sanırsın 1.0	s a n 1 r s 1 n
kuruşun 1.0	k u r u S u n
düğümle 1.0	d y G y m l e
düğümle 1.0	d y: m l e
hamama 1.0	h a m a m a
eşikte 1.0	e S i c t e
bakanından 1.0	b a k a n 1 n d a n
akanından 1.0	a k a n 1 n d a n
kork 1.0	k o r k
açtığın 1.0	a tS t 1 G 1 n
açtığın 1.0	a tS t 1: n
selamla 1.0	s e l a m 5 a
kapın 1.0	k a p 1 n
açılsın 1.0	a tS 1 5 s 1 n
düştük 1.0	d y S t y c
namıyla 1.0	n a m 1 j 5 a
hilekardan 1.0	h i 5 e k a r d a n
sarısını 1.0	s a r 1 s 1 n 1
tosunum 1.0	t o s u n u m
kandırır 1.0	k a n d 1 r 1 r
ısıtıvermez 1.0	1 s 1 t 1 v e r m e z
gönlünde 1.0	gj 2 n l y n d e
gönlünde 1.0	gj 2 n n y n d e
önleyip 1.0	2 n l e j i p
önleyip 1.0	2 n n e j i p
çıracı 1.0	tS 1 r a dZ 1
bulsam 1.0	b u 5 s a m
çıkı 1.0	tS 1 k 1
boğulursan 1.0	b o G u 5 u r s a n
boğulursan 1.0	b o: u 5 u r s a n
suda 1.0	s u d a
boğul 1.0	b o G u 5
boğul 1.0	b o: u 5
kalkmayan 1.0	k a 5 k m a j a n
dinlemeyen 1.0	d i n l e m e j e n
dinlemeyen 1.0	d i n n e m e j e n
mahmuzla 1.0	m a h m u z 5 a
gitmeyen 1.0	gj i t m e j e n
kapında 1.0	k a p 1 n d a
sarhoşlar 1.0	s a r h o S 5 a r
barların 1.0	b a r 5 a r 1 n
otomobiller 1.0	o t o m o b i l l e r
yememeli 1.0	j e m e m e l i
bokuna 1.0	b o k u n a
muhtaçsın 1.0	m u h t a tS s 1 n
doğuracağı 1.0	d o G u r a dZ a G 1
doğuracağı 1.0	d o: u r a dZ a:
doğuracağı 1.0	d o: u r a dZ a 1
tutmamalıydı 1.0	t u t m a m a 5 1 j d 1
dayanık 1.0	d a j a n 1 k
yetişemediğin 1.0	j e t i S e m e d i G i n
yetişemediğin 1.0	j e t i S e m e d i: n
ırmaktan 1.0	1 r m a k t a n
değiştirilmez 1.0	d e G i S t i r i l m e z
değiştirilmez 1.0	d e j i S t i r i l m e z
değiştirilmez 1.0	d i: S t i r i l m e z
ürkeği 1.0	y r c e G i
ürkeği 1.0	y r c e j i
ürkeği 1.0	y r c i:
korkağı 1.0	k o r k a:
korkağı 1.0	k o r k a 1
korkağı 1.0	k o r k a G 1
kavurganın 1.0	k a v u r gj a n 1 n
yananı 1.0	j a n a n 1
sıçrar 1.0	s 1 tS r a r
bayrağın 1.0	b a j r a 1 n
bayrağın 1.0	b a j r a G 1 n
bayrağın 1.0	b a j r a: n
ümitleri 1.0	y m i t l e r i
bezeden 1.0	b e z e d e n
dalgacıydı 1.0	d a 5 g a dZ 1 j d 1
kazanabilirsin 1.0	k a z a n a b i l i r s i n
gözündeki 1.0	gj 2 z y n d e c i
beyazın 1.0	b e j a z 1 n
yanmakta 1.0	j a n m a k t a
bakacağın 1.0	b a k a dZ a 1 n
bakacağın 1.0	b a k a dZ a G 1 n
bakacağın 1.0	b a k a dZ a: n
sıçma 1.0	s 1 tS m a
sıçacağın 1.0	s 1 tS a dZ a G 1 n
örtük 1.0	2 r t y c
beyden 1.0	b e j d e n
bilmemek 1.0	b i l m e m e c
sormamak 1.0	s o r m a m a k
yarından 1.0	j a r 1 n d a n
yarından 1.0	j a: r 1 n d a n
kaybediyor 1.0	k a j b e d i j o
kaybediyor 1.0	k a j b e d i j o r
güpegündüz 1.0	gj y p e gj y n d y z
ud 1.0	u d
kutuya 1.0	k u t u j a
borçsuz 1.0	b o r tS s u z
açıkgözlük 1.0	a tS 1 k gj 2 z l y c
kibritini 1.0	c i b r i t i n i
kovanın 1.0	k o w a n 1 n
mat 1.0	m a t
çekilmeliyiz 1.0	tS e c i l m e l i j i z
misafirleri 1.0	m i s a f i r l e r i
balmumu 1.0	b a 5 m u m u
yakana 1.0	j a k a n a
yağmumu 1.0	j a G m u m u
çiftçiye 1.0	tS i f tS i j e
çiftçiye 1.0	tS i f t tS i j e
yolcuya 1.0	j o 5 dZ u j a
kurak 1.0	k u r a k
cümlenin 1.0	dZ y m l e n i n
muradını 1.0	m u r a d 1 n 1
dişine 1.0	d i S i n e
bakılmaz 1.0	b a k 1 5 m a z
oynaşa 1.0	o j n a S a
doğmuş 1.0	d o G m u S
doğmuş 1.0	d o: m u S
aleyhime 1.0	a l e j h i m e
istememiş 1.0	i s t e m e m i S
oynarsın 1.0	o j n a r s 1 n
oynamazsın 1.0	o j n a m a z s 1 n
saplayıvermiş 1.0	s a p 5 a j 1 v e r m i S
düzelir 1.0	d y z e l i r
kadayıf 1.0	k a d a: j 1 f
acıkır 1.0	a dZ 1 k 1 r
koka 1.0	k o k a
kuruşları 1.0	k u r u S 5 a r 1
siyer 1.0	s i j e r
meydandadır 1.0	m e j d a n d a d 1 r
hükümdar 1.0	h y c y m d a r
süreci 1.0	s y r e dZ i
hızlandırmak 1.0	h 1 z 5 a n d 1 r m a k
bosnalı 1.0	b o s n a 5 1
sendikalar 1.0	s e n d i c a 5 a r
yapılacağını 1.0	j a p 1 5 a dZ a 1 n 1
yapılacağını 1.0	j a p 1 5 a dZ a G 1 n 1
yapılacağını 1.0	j a p 1 5 a dZ a: n 1
duyurdu 1.0	d u j u r d u
reform 1.0	r e f o r m
çığlıkları 1.0	tS 1: 5 1 k 5 a r 1
çığlıkları 1.0	tS 1 G 5 1 k 5 a r 1
büyüdü 1.0	b y j y d y
eylüle 1.0	e j l y l e
partinin 1.0	p a r t i n i n
kazanması 1.0	k a z a n m a s 1
oranından 1.0	o r a n 1 n d a n
reklam 1.0	r e c 5 a m
kesimi 1.0	c e s i m i
oyu 1.0	o j u
demokrasilerde 1.0	d e m o k r a s i l e r d e
bölünecekse 1.0	b 2 l y n e dZ e c s e
yapmanın 1.0	j a p m a n 1 n
mantığı 1.0	m a n t 1:
mantığı 1.0	m a n t 1 G 1
ruhsat 1.0	r u h s a t
adaylar 1.0	a d a j 5 a r
küresel 1.0	c y r e s e l
şirketlerden 1.0	S i r c e t l e r d e n
hat 1.0	h a t
sıralamaya 1.0	s 1 r a 5 a m a j a
sokulmadı 1.0	s o k u 5 m a d 1
tatile 1.0	t a t i l e
ülkenin 1.0	y l c e n i n
revize 1.0	r e v i z e
edilmeyecek 1.0	e d i l m e j e dZ e c
sorunlarla 1.0	s o r u n 5 a r 5 a
sorunlarla 1.0	s o r u n n a r 5 a
mladiç 1.0	m i 5 a d i tS
mezarın 1.0	m e z a r 1 n
miken 1.0	m i k e n
dönemine 1.0	d 2 n e m i n e
sanılıyor 1.0	s a n 1 5 1 j o
sanılıyor 1.0	s a n 1 5 1 j o r
işsizlik 1.0	i S s i z l i c
oranı 1.0	o r a n 1
istikrar 1.0	i s t i c r a r
yaşanacak 1.0	j a S a n a dZ a k
latin 1.0	5 a t i n
alfabesindeki 1.0	a l f a: b e s i n d e c i
bg 1.0	b gj
tum 1.0	t u m
önerilerin 1.0	2 n e r i l e r i n
sonucunu 1.0	s o n u dZ u n u
gösterecek 1.0	gj 2 s t e r e dZ e c
büyüme 1.0	b y j y m e
olanağı 1.0	o 5 a n a:
olanağı 1.0	o 5 a n a 1
olanağı 1.0	o 5 a n a G 1
ikili 1.0	i c i l i
meseleleri 1.0	m e s e l e l e r i
görüştüler 1.0	gj 2 r y S t y l e r
toprakların 1.0	t o p r a k 5 a r 1 n
özü 1.0	2 z y
islamla 1.0	i s 5 a m 5 a
yoğrulmuştur 1.0	j o G r u 5 m u S t u r
yoğrulmuştur 1.0	j o: r u 5 m u S t u r
itfayecinin 1.0	i t f a j e dZ i n i n
yaralandığı 1.0	j a r a 5 a n d 1:
yaralandığı 1.0	j a r a 5 a n d 1 G 1
eylül 1.0	e j l y l
ikiydi 1.0	i c i j d i
konserin 1.0	k o n s e r i n
geliştirme 1.0	gj e l i S t i r m e
sanader 1.0	s a n a d e r
anlam 1.0	a n 5 a m
anlam 1.0	a n n a m
rakam 1.0	r a k a m
koleksiyonda 1.0	k o l e c s i j o n d a
seçilmiş 1.0	s e tS i l m i S
davaların 1.0	d a: w a: 5 a r 1 n
çoğunda 1.0	tS o G u n d a
çoğunda 1.0	tS o: u n d a
iddianameler 1.0	i d d i a: n a: m e l e r
beğenmeyen 1.0	b e G e n m e j e n
beğenmeyen 1.0	b e: n m e j e n
maktoufun 1.0	m a k t o u f u n
cezası 1.0	dZ e z a: s 1
rakibi 1.0	r a c i b i
medyasında 1.0	m e d j a s 1 n d a
değiştirebilecek 1.0	d e G i S t i r e b i l e dZ e c
değiştirebilecek 1.0	d e j i S t i r e b i l e dZ e c
değiştirebilecek 1.0	d i: S t i r e b i l e dZ e c
düzenleyen 1.0	d y z e n l e j e n
düzenleyen 1.0	d y z e n n e j e n
rıhtımı 1.0	r 1 h t 1 m 1
karaborsa 1.0	k a r a b o r s a
uğraşıyorlar 1.0	u G r a S 1 j o 5 a r
uğraşıyorlar 1.0	u G r a S 1 j o r 5 a r
uğraşıyorlar 1.0	u: r a S 1 j o 5 a r
uğraşıyorlar 1.0	u: r a S 1 j o r 5 a r
çözüm 1.0	tS 2 z y m
önerdi 1.0	2 n e r d i
değişebilir 1.0	d e G i S e b i l i r
değişebilir 1.0	d e j i S e b i l i r
değişebilir 1.0	d i: S e b i l i r
sıcaklar 1.0	s 1 dZ a k 5 a r
ahtisaari 1.0	a h t i s a a r i
sağlayan 1.0	s a: 5 a j a n
sağlayan 1.0	s a G 5 a j a n
görüşleriniz 1.0	gj 2 r y S l e r i n i z
korsancılık 1.0	k o r s a n dZ 1 5 1 k
ucuza 1.0	u dZ u z a
kampanyanın 1.0	k a m p a n j a n 1 n
eğilimler 1.0	e G i l i m l e r
eğilimler 1.0	e j i l i m l e r
eğilimler 1.0	i: l i m l e r
etkin 1.0	e t c i n
oluşum 1.0	o 5 u S u m
desteklenmeksizin 1.0	d e s t e c l e n m e c s i z i n
sürdürülebilir 1.0	s y r d y r y l e b i l i r
belirtiliyor 1.0	b e l i r t i l i j o
belirtiliyor 1.0	b e l i r t i l i j o r
turdan 1.0	t u r d a n
yüzsüzü 1.0	j y z s y z y
ayrılık 1.0	a j r 1 5 1 k
çattı 1.0	tS a t t 1
baygınmış 1.0	b a j gj 1 n m 1 S
uluyu 1.0	u 5 u j u
ulur 1.0	u 5 u r
meyli 1.0	m e j l i
ezanda 1.0	e z a n d a
ezanda 1.0	e z a: n d a
hissizlik 1.0	h i s s i z l i c
sebeplerin 1.0	s e b e p l e r i n
edilmezi 1.0	e d i l m e z i
ekersen 1.0	e c e r s e n
biçersin 1.0	b i tS e r s i n
becerikli 1.0	b e dZ e r i c l i
doğruyadır 1.0	d o G r u j a d 1 r
elimize 1.0	e l i m i z e
kulplu 1.0	k u 5 p 5 u
kulpundan 1.0	k u 5 p u n d a n
üşüdün 1.0	y S y d y n
leylekler 1.0	l e j l e c l e r
göçtü 1.0	gj 2 tS t y
tutamdan 1.0	t u t a m d a n
tütün 1.0	t y t y n
tozu 1.0	t o z u
fitilli 1.0	f i t i l l i
ailene 1.0	a: i l e n e
mukayyet 1.0	m u k a j j e t
öldürünce 1.0	2 l d y r y n dZ e
yükselmişti 1.0	j y c s e l m i S t i
homurdanıyor 1.0	h o m u r d a n 1 j o
homurdanıyor 1.0	h o m u r d a n 1 j o r
gidemiyordu 1.0	gj i d e m i j o d u
gidemiyordu 1.0	gj i d e m i j o r d u
karakollar 1.0	k a r a k o 5 5 a r
mahkemeler 1.0	m a h c e m e l e r
geçiverdi 1.0	gj e tS i v e r d i
büyüklerimiz 1.0	b y j y c l e r i m i z
işaretleriyle 1.0	i S a: r e t l e r i j l e
uyuyanları 1.0	u j u j a n 5 a r 1
uyuyanları 1.0	u j u j a n n a r 1
uyandırıyorlar 1.0	u j a n d 1 r 1 j o 5 a r
uyandırıyorlar 1.0	u j a n d 1 r 1 j o r 5 a r
kalender 1.0	k a l e n d e r
mmhm 1.0	m m h m
dazlayan 1.0	d a z 5 a j a n
daza 1.0	d a z a
nerdeyiz 1.0	n e r d e j i z
davetsiz 1.0	d a: v e t s i z
döşeksiz 1.0	d 2 S e c s i z
tartışmıyorum 1.0	t a r t 1 S m 1 j o r u m
güreşe 1.0	gj y r e S e
bilmeyecek 1.0	b i l m e j e dZ e c
demeyecek 1.0	d e m e j e dZ e c
yazdığın 1.0	j a z d 1 G 1 n
yazdığın 1.0	j a z d 1: n
fevkaladedir 1.0	f e v k a l a: d e d i r
celsede 1.0	dZ e l s e d e
müdafaayı 1.0	m y d a f a a j 1
anlattılar 1.0	a n 5 a t t 1 5 a r
anlattılar 1.0	a n n a t t 1 5 a r
gidiyorduk 1.0	gj i d i j o d u k
gidiyorduk 1.0	gj i d i j o r d u k
ısrarlarına 1.0	1 s r a r 5 a r 1 n a
içmekten 1.0	i tS m e c t e n
kaçmıştım 1.0	k a tS m 1 S t 1 m
yanılıyorsun 1.0	j a n 1 5 1 j o r s u n
yanılıyorsun 1.0	j a n 1 5 1 j o s u n
sazların 1.0	s a z 5 a r 1 n
misafirinin 1.0	m i s a f i r i n i n
sigorta 1.0	s i gj o r t a
neresiydi 1.0	n e r e s i j d i
pilavdan 1.0	p i l a v d a n
dönenin 1.0	d 2 n e n i n
kaşığı 1.0	k a S 1:
kaşığı 1.0	k a S 1 G 1
kırılsın 1.0	k 1 r 1 5 s 1 n
yumruğu 1.0	j u m r u:
yumruğu 1.0	j u m r u G u
yemeyen 1.0	j e m e j e n
tutmuşsun 1.0	t u t m u S s u n
hekimsiz 1.0	h e c i m s i z
hakimsiz 1.0	h a k i m s i z
etrafımızdan 1.0	e t r a f 1 m 1 z d a n
temennisinde 1.0	t e m e n n i s i n d e
sırtlamış 1.0	s 1 r t 5 a m 1 S
köşenin 1.0	c 2 S e n i n
ötesinde 1.0	2 t e s i n d e
vitrini 1.0	v i t r i n i
doğrulmuş 1.0	d o G r u 5 m u S
doğrulmuş 1.0	d o: r u 5 m u S
çobana 1.0	tS o b a n a
öğrenmemek 1.0	2 G r e n m e m e c
öğrenmemek 1.0	2: r e n m e m e c
ayıptır 1.0	a j 1 p t 1 r
bahsettiğinizi 1.0	b a h s e t t i G i n i z i
bahsettiğinizi 1.0	b a h s e t t i: n i z i
dinsiz 1.0	d i n s i z
imansız 1.0	i: m a n s 1 z
ahali 1.0	a h a: l i
tahttan 1.0	t a h t t a n
sakınılan 1.0	s a k 1 n 1 5 a n
idadiye 1.0	i d a d i j e
amcamı 1.0	a m dZ a m 1
görmeyecek 1.0	gj 2 r m e j e dZ e c
sosyoekonomik 1.0	s o s j o e c o n o m i c
kuruma 1.0	k u r u m a
danışmadan 1.0	d a n 1 S m a d a n
verilmemeli 1.0	v e r i l m e m e l i
tutuklama 1.0	t u t u k 5 a m a
görmeyi 1.0	gj 2 r m e j i
iletişim 1.0	i l e t i S i m
kurabildim 1.0	k u r a b i l d i m
basılacak 1.0	b a s 1 5 a dZ a k
bosnaya 1.0	b o s n a j a
konsere 1.0	k o n s e r e
binden 1.0	b i n d e n
saldırıları 1.0	s a 5 d 1 r 1 5 a r 1
kınadı 1.0	k 1 n a d 1
yayınlanacak 1.0	j a j 1 n 5 a n a dZ a k
yayınlanacak 1.0	j a j 1 n n a n a dZ a k
sunulmuştu 1.0	s u n u 5 m u S t u
washington 1.0	v a S i n gj t o n
washington 1.0	v a S i n gj t 1 n
eleme 1.0	e l e m e
seçecek 1.0	s e tS e dZ e c
fuara 1.0	f u a r a
şirketi 1.0	S i r c e t i
oylar 1.0	o j 5 a r
sayılacak 1.0	s a j 1 5 a dZ a k
ibar 1.0	i b a r
nehrinin 1.0	n e h r i n i n
aşağısındaki 1.0	a S a 1 s 1 n d a c i
aşağısındaki 1.0	a S a G 1 s 1 n d a c i
aşağısındaki 1.0	a S a: s 1 n d a c i
sırplar 1.0	s 1 r p 5 a r
kuzeydekilerden 1.0	k u z e j d e c i l e r d e n
hırvatistanın 1.0	h 1 r v a t i s t a n 1 n
badnikte 1.0	b a d n i k t e
yakılacak 1.0	j a k 1 5 a dZ a k
napolyon 1.0	n a p o 5 j o n
sekizde 1.0	s e c i z d e
buradaymış 1.0	b u r a d a j m 1 S
müesseseden 1.0	m y e s s e s e d e n
kirpikleri 1.0	c i r p i c l e r i
çapaklanıyordu 1.0	tS a p a k 5 a n 1 j o d u
çapaklanıyordu 1.0	tS a p a k 5 a n 1 j o r d u
zararın 1.0	z a r a r 1 n
öveç 1.0	2 v e tS
yetişirim 1.0	j e t i S i r i m
şeytanı 1.0	S e j t a n 1
bencilsin 1.0	b e n dZ i l s i n
anlatacağım 1.0	a n 5 a t a dZ a 1 m
anlatacağım 1.0	a n 5 a t a dZ a G 1 m
anlatacağım 1.0	a n 5 a t a dZ a: m
anlatacağım 1.0	a n n a t a dZ a 1 m
anlatacağım 1.0	a n n a t a dZ a G 1 m
anlatacağım 1.0	a n n a t a dZ a: m
donanma 1.0	d o n a n m a
uzağa 1.0	u z a:
uzağa 1.0	u z a G a
teferruatıyla 1.0	t e f e r r u a t 1 j 5 a
önündeydi 1.0	2 n y n d e j d i
kazanacaksın 1.0	k a z a n a dZ a k s 1 n
durduktan 1.0	d u r d u k t a n
omuzlarından 1.0	o m u z 5 a r 1 n d a n
yakalayınca 1.0	j a k a 5 a j 1 n dZ a
atıyorsun 1.0	a t 1 j o r s u n
atıyorsun 1.0	a t 1 j o s u n
mallar 1.0	m a 5 5 a r
eriyip 1.0	e r i j i p
çalgısı 1.0	tS a 5 g 1 s 1
üzülmeyecekti 1.0	y z y l m e j e dZ e c t i
danaya 1.0	d a n a j a
buzağının 1.0	b u z a 1 n 1 n
buzağının 1.0	b u z a G 1 n 1 n
buzağının 1.0	b u z a: n 1 n
güzellerin 1.0	gj y z e l l e r i n
talihi 1.0	t a l i h i
dayanabilecek 1.0	d a j a n a b i l e dZ e c
mıra 1.0	m 1 r a
izlemeye 1.0	i z l e m e j e
duygu 1.0	d u j gj u
buyruğu 1.0	b u j r u:
buyruğu 1.0	b u j r u G u
yoksula 1.0	j o k s u 5 a
kararımızı 1.0	k a r a r 1 m 1 z 1
tutamadı 1.0	t u t a m a d 1
uzadıya 1.0	u z a d 1 j a
takdim 1.0	t a k d i m
edilmeden 1.0	e d i l m e d e n
masum 1.0	m a s u m
vınlama 1.0	v 1 n 5 a m a
vınlama 1.0	v 1 n n a m a
yıkıldı 1.0	j 1 k 1 5 d 1
homeros 1.0	h o m e r o s
ortağınım 1.0	o r t a 1 n 1 m
ortağınım 1.0	o r t a G 1 n 1 m
ortağınım 1.0	o r t a: n 1 m
manzarayı 1.0	m a n z a r a j 1
getirince 1.0	gj e t i r i n dZ e
suzan 1.0	s u z a n
saatimi 1.0	s a a t i m i
telgrafın 1.0	t e l gj r a f 1 n
liraları 1.0	l i r a 5 a r 1
destursuz 1.0	d e s t u r s u z
kızından 1.0	k 1 z 1 n d a n
necladan 1.0	n e dZ 5 a d a n
boynun 1.0	b o j n u n
nerem 1.0	n e r e m
yumurtalarını 1.0	j u m u r t a 5 a r 1 n 1
boykotlar 1.0	b o j k o t 5 a r
valiler 1.0	v a l i l e r
tanınmadı 1.0	t a n 1 n m a d 1
tahmini 1.0	t a h m i n i
tahmini 1.0	t a h m i: n i
milyar 1.0	m i l j a r
başbakanı 1.0	b a S b a k a n 1
dublini 1.0	d u b 5 i n i
ilkiyse 1.0	i l c i j s e
kaliteli 1.0	k a l i t e l i
gazeteciler 1.0	gj a z e t e dZ i l e r
bölgesel 1.0	b 2 l gj e s e l
yönetmenlerin 1.0	j 2 n e t m e n l e r i n
yönetmenlerin 1.0	j 2 n e t m e n n e r i n
şiddeti 1.0	S i d d e t i
sınırlayabilirler 1.0	s 1 n 1 r 5 a j a b i l i r l e r
lukiç 1.0	5 u k i tS
laheye 1.0	5 a h e j e
iadesine 1.0	i a: d e s i n e
endişeler 1.0	e n d i S e l e r
anlaşmadan 1.0	a n 5 a S m a d a n
anlaşmadan 1.0	a n n a S m a d a n
kazançlı 1.0	k a z a n tS 5 1
dahilinde 1.0	d a: h i l i n d e
dahilinde 1.0	d a: h i l i: n d e
kaynaklar 1.0	k a j n a k 5 a r
kısıtlı 1.0	k 1 s 1 t 5 1
rekor 1.0	r e c o r
rusyaya 1.0	r u s j a j a
aitti 1.0	a: i t t i
sosyalistlerin 1.0	s o s j a l i s t l e r i n
çıkmaza 1.0	tS 1 k m a z a
verebilecek 1.0	v e r e b i l e dZ e c
karizma 1.0	c a r i z m a
komitenin 1.0	k o m i t e n i n
ilişkin 1.0	i l i S c i n
görüşleri 1.0	gj 2 r y S l e r i
okumaydı 1.0	o k u m a j d 1
fabrikanın 1.0	f a b r i c a n 1 n
sağlaması 1.0	s a: 5 a m a s 1
sağlaması 1.0	s a G 5 a m a s 1
gelişmeler 1.0	gj e l i S m e l e r
uzmanlar 1.0	u z m a n 5 a r
uzmanlar 1.0	u z m a n n a r
kazanıyor 1.0	k a z a n 1 j o
kazanıyor 1.0	k a z a n 1 j o r
maaşlardan 1.0	m a a S 5 a r d a n
kıbrısta 1.0	k 1 b r 1 s t a
karısını 1.0	k a r 1 s 1 n 1
bacanağından 1.0	b a dZ a n a 1 n d a n
bacanağından 1.0	b a dZ a n a G 1 n d a n
bacanağından 1.0	b a dZ a n a: n d a n
kıskanıyormuş 1.0	k 1 s k a n 1 j o m u S
kıskanıyormuş 1.0	k 1 s k a n 1 j o r m u S
sekerek 1.0	s e c e r e c
ağlamaları 1.0	a: 5 a m a 5 a r 1
ağlamaları 1.0	a G 5 a m a 5 a r 1
engin 1.0	e N gj i n
şimalin 1.0	S i m a l i n
sahralarını 1.0	s a h r a 5 a r 1 n 1
yarayabilir 1.0	j a r a j a b i l i r
ihtiyarlar 1.0	i h t i j a r 5 a r
tanımakta 1.0	t a n 1 m a k t a
çekiyorduk 1.0	tS e c i j o d u k
çekiyorduk 1.0	tS e c i j o r d u k
kımıldanıyordu 1.0	k 1 m 1 5 d a n 1 j o r d u
başardım 1.0	b a S a r d 1 m
dursana 1.0	d u r s a n a
titreye 1.0	t i t r e j e
kuvvetini 1.0	k u v v e t i n i
kaybedeceğine 1.0	k a j b e d e dZ e G i n e
kaybedeceğine 1.0	k a j b e d e dZ e j i n e
kaybedeceğine 1.0	k a j b e d e dZ i: n e
şiddetlendi 1.0	S i d d e t l e n d i
mola 1.0	m o 5 a
patlayacağımdan 1.0	p a t 5 a j a dZ a G 1 m d a n
gelmeler 1.0	gj e l m e l e r
etkilendim 1.0	e t c i l e n d i m
içindekileri 1.0	i tS i n d e c i l e r i
taşıdı 1.0	t a S 1 d 1
sandığı 1.0	s a n d 1:
sandığı 1.0	s a n d 1 G 1
pazarcılığa 1.0	p a z a r dZ 1 5 1 a
pazarcılığa 1.0	p a z a r dZ 1 5 1 G a
gülüştüler 1.0	gj y l y S t y l e r
alide 1.0	a 5 i d e
köşesindeki 1.0	c 2 S e s i n d e c i
sanıyorum 1.0	s a n 1 j o r u m
derslere 1.0	d e r s l e r e
şarkısını 1.0	S a r k 1 s 1 n 1
vermemişti 1.0	v e r m e m i S t i
gömülüvermiştim 1.0	gj 2 m y 5 y v e r m i S t i m
vermiyormuş 1.0	v e r m i j o m u S
vermiyormuş 1.0	v e r m i j o r m u S
dahisin 1.0	d a: h i s i n
gözünüzün 1.0	gj 2 z y n y z y n
sıkarım 1.0	s 1 k a r 1 m
ilerisine 1.0	i l e r i s i n e
hoşgeldin 1.0	h o S gj e 5 d i n
anlamadan 1.0	a n 5 a m a d a n
anlamadan 1.0	a n n a m a d a n
beraberdi 1.0	b e r a: b e r d i
buçuğa 1.0	b u tS u: a
buçuğa 1.0	b u tS u G a
kazasından 1.0	k a z a s 1 n d a n
kazasından 1.0	k a z a: s 1 n d a n
münevverlerde 1.0	m y n e v v e r 5 e r d e
derecesi 1.0	d e r e dZ e s i
akmıyordu 1.0	a k m 1 j o d u
akmıyordu 1.0	a k m 1 j o r d u
tanıyamamış 1.0	t a n 1 j a m a m 1 S
gasiç 1.0	gj a s i tS
verenlerden 1.0	v e r e n l e r d e n
verenlerden 1.0	v e r e n n e r d e n
bankadan 1.0	b a N k a d a n
alınacak 1.0	a 5 1 n a dZ a k
yoğunlaşacak 1.0	j o G u n 5 a S a dZ a k
yoğunlaşacak 1.0	j o G u n n a S a dZ a k
yoğunlaşacak 1.0	j o: u n 5 a S a dZ a k
yoğunlaşacak 1.0	j o: u n n a S a dZ a k
alanı 1.0	a 5 a n 1
lambalarıyla 1.0	l a m b a 5 a r 1 j 5 a
aydınlatıldı 1.0	a j d 1 n 5 a t 1 5 d 1
aydınlatıldı 1.0	a j d 1 n n a t 1 5 d 1
zahmete 1.0	z a h m e t e
girmiyor 1.0	gj i r m i j o
girmiyor 1.0	gj i r m i j o r
yasası 1.0	j a s a s 1
yolsuzluğu 1.0	j o 5 s u z 5 u:
yolsuzluğu 1.0	j o 5 s u z 5 u G u
ticareti 1.0	t i dZ a r e t i
gizlenemez 1.0	gj i z l e n e m e z
kazın 1.0	k a z 1 n
ayalimi 1.0	a j a 5 i m i
sükuttan 1.0	s y c u t t a n
sınıfımızda 1.0	s 1 n 1 f 1 m 1 z d a
gülmemek 1.0	gj y l m e m e c
kaşlarımı 1.0	k a S 5 a r 1 m 1
mesajınızı 1.0	m e s a Z 1 n 1 z 1
gidilmeyen 1.0	gj i d i l m e j e n
ısmarlayacağım 1.0	1 s m a r 5 a j a dZ a 1 m
ısmarlayacağım 1.0	1 s m a r 5 a j a dZ a G 1 m
ısmarlayacağım 1.0	1 s m a r 5 a j a dZ a: m
istihfaf 1.0	i s t i h f a f
duygusu 1.0	d u j gj u s u
yaratmıştı 1.0	j a r a t m 1 S t 1
evleniyorsun 1.0	e v l e n i j o r s u n
evleniyorsun 1.0	e v l e n i j o s u n
alınmıştır 1.0	a 5 1 n m 1 S t 1 r
kıyas 1.0	k 1 j a s
gebeyiz 1.0	gj e b e j i z
iyisine 1.0	i j i s i n e
araştırıyorum 1.0	a r a S t 1 r 1 j o r u m
uza 1.0	u z a
değiştiremem 1.0	d e G i S t i r e m e m
değiştiremem 1.0	d e j i S t i r e m e m
değiştiremem 1.0	d i: S t i r e m e m
